drug,agegroup,freq,match,rule,pubs_index
"1,1,1,3,3-Pentafluoropropane/Norflurane",0-2,3.0,0,no_match,
"1,1,1,3,3-Pentafluoropropane/Norflurane",3-10,73.0,0,no_match,
"1,1,1,3,3-Pentafluoropropane/Norflurane",11-17,114.0,0,no_match,
5-Methyltetrahydrofolate Calcium,0-2,2.0,0,no_match,
5-Methyltetrahydrofolate Calcium,3-10,7.0,0,no_match,
5-Methyltetrahydrofolate Calcium,11-17,8.0,0,no_match,
5-Methyltetrahydrofolic Acid,0-2,0.0,0,no_match,
5-Methyltetrahydrofolic Acid,3-10,0.0,0,no_match,
5-Methyltetrahydrofolic Acid,11-17,3.0,0,no_match,
5-Methyltetrahydrofolic Acid/Glucosamine HCl,0-2,0.0,1,fuzzy_base:100.0,664.0
5-Methyltetrahydrofolic Acid/Glucosamine HCl,3-10,0.0,1,fuzzy_base:100.0,664.0
5-Methyltetrahydrofolic Acid/Glucosamine HCl,11-17,7.0,1,fuzzy_base:100.0,664.0
Abacavir Sulfate,0-2,59.0,1,exact_base,2537.0
Abacavir Sulfate,3-10,948.0,1,exact_base,2537.0
Abacavir Sulfate,11-17,246.0,1,exact_base,2537.0
Abacavir Sulfate/Lamivudine,0-2,0.0,1,ingredient:abacavir,2537.0
Abacavir Sulfate/Lamivudine,0-2,0.0,1,ingredient:lamivudine,2321.0
Abacavir Sulfate/Lamivudine,3-10,157.0,1,ingredient:abacavir,2537.0
Abacavir Sulfate/Lamivudine,3-10,157.0,1,ingredient:lamivudine,2321.0
Abacavir Sulfate/Lamivudine,11-17,159.5,1,ingredient:abacavir,2537.0
Abacavir Sulfate/Lamivudine,11-17,159.5,1,ingredient:lamivudine,2321.0
Abacavir Sulfate/Lamivudine/Zidovudine,0-2,0.0,1,ingredient:abacavir,2537.0
Abacavir Sulfate/Lamivudine/Zidovudine,0-2,0.0,1,ingredient:lamivudine,2321.0
Abacavir Sulfate/Lamivudine/Zidovudine,0-2,0.0,1,ingredient:zidovudine,1536.0
Abacavir Sulfate/Lamivudine/Zidovudine,3-10,0.3333333333333333,1,ingredient:abacavir,2537.0
Abacavir Sulfate/Lamivudine/Zidovudine,3-10,0.3333333333333333,1,ingredient:lamivudine,2321.0
Abacavir Sulfate/Lamivudine/Zidovudine,3-10,0.3333333333333333,1,ingredient:zidovudine,1536.0
Abacavir Sulfate/Lamivudine/Zidovudine,11-17,4.666666666666667,1,ingredient:abacavir,2537.0
Abacavir Sulfate/Lamivudine/Zidovudine,11-17,4.666666666666667,1,ingredient:lamivudine,2321.0
Abacavir Sulfate/Lamivudine/Zidovudine,11-17,4.666666666666667,1,ingredient:zidovudine,1536.0
Abacavir/Dolutegravir/Lamivudine,0-2,0.6666666666666666,1,ingredient:abacavir,2537.0
Abacavir/Dolutegravir/Lamivudine,0-2,0.6666666666666666,1,ingredient:dolutegravir,2976.0
Abacavir/Dolutegravir/Lamivudine,0-2,0.6666666666666666,1,ingredient:lamivudine,2321.0
Abacavir/Dolutegravir/Lamivudine,3-10,17.0,1,ingredient:abacavir,2537.0
Abacavir/Dolutegravir/Lamivudine,3-10,17.0,1,ingredient:dolutegravir,2976.0
Abacavir/Dolutegravir/Lamivudine,3-10,17.0,1,ingredient:lamivudine,2321.0
Abacavir/Dolutegravir/Lamivudine,11-17,356.0,1,ingredient:abacavir,2537.0
Abacavir/Dolutegravir/Lamivudine,11-17,356.0,1,ingredient:dolutegravir,2976.0
Abacavir/Dolutegravir/Lamivudine,11-17,356.0,1,ingredient:lamivudine,2321.0
Abatacept,0-2,28.0,1,exact_full,2788.0
Abatacept,3-10,630.0,1,exact_full,2788.0
Abatacept,11-17,2324.0,1,exact_full,2788.0
Abemaciclib,0-2,0.0,1,exact_full,3047.0
Abemaciclib,3-10,29.0,1,exact_full,3047.0
Abemaciclib,11-17,4.0,1,exact_full,3047.0
Abiraterone Acetate,0-2,1.0,1,exact_base,2569.0
Abiraterone Acetate,3-10,0.0,1,exact_base,2569.0
Abiraterone Acetate,11-17,0.0,1,exact_base,2569.0
AbobotulinumtoxinA,0-2,5.0,0,no_match,
AbobotulinumtoxinA,3-10,60.0,0,no_match,
AbobotulinumtoxinA,11-17,65.0,0,no_match,
Abrocitinib,0-2,0.0,1,exact_full,3198.0
Abrocitinib,3-10,0.0,1,exact_full,3198.0
Abrocitinib,11-17,62.0,1,exact_full,3198.0
Acacia,0-2,7.0,0,no_match,
Acacia,3-10,1.0,0,no_match,
Acacia,11-17,0.0,0,no_match,
Acamprosate Calcium,0-2,0.0,1,exact_base,2387.0
Acamprosate Calcium,3-10,34.0,1,exact_base,2387.0
Acamprosate Calcium,11-17,296.0,1,exact_base,2387.0
Acarbose,0-2,4.0,1,exact_full,1563.0
Acarbose,3-10,73.0,1,exact_full,1563.0
Acarbose,11-17,201.0,1,exact_full,1563.0
Acebutolol Hydrochloride,0-2,0.0,1,exact_base,11.0
Acebutolol Hydrochloride,3-10,23.0,1,exact_base,11.0
Acebutolol Hydrochloride,11-17,113.0,1,exact_base,11.0
Acesulfame Potassium,0-2,11.0,0,no_match,
Acesulfame Potassium,3-10,10.0,0,no_match,
Acesulfame Potassium,11-17,0.0,0,no_match,
Acetaminophen,0-2,4996.0,1,exact_full,14.0
Acetaminophen,3-10,5290.0,1,exact_full,14.0
Acetaminophen,11-17,3265.0,1,exact_full,14.0
Acetaminophen/Aspirin/Caffeine,0-2,0.0,1,ingredient:acetaminophen,14.0
Acetaminophen/Aspirin/Caffeine,0-2,0.0,1,ingredient:aspirin,112.0
Acetaminophen/Aspirin/Caffeine,0-2,0.0,1,ingredient:aspirin,113.0
Acetaminophen/Aspirin/Caffeine,0-2,0.0,1,ingredient:aspirin,114.0
Acetaminophen/Aspirin/Caffeine,0-2,0.0,1,ingredient:caffeine,202.0
Acetaminophen/Aspirin/Caffeine,0-2,0.0,1,ingredient:caffeine,203.0
Acetaminophen/Aspirin/Caffeine,3-10,0.0,1,ingredient:acetaminophen,14.0
Acetaminophen/Aspirin/Caffeine,3-10,0.0,1,ingredient:aspirin,112.0
Acetaminophen/Aspirin/Caffeine,3-10,0.0,1,ingredient:aspirin,113.0
Acetaminophen/Aspirin/Caffeine,3-10,0.0,1,ingredient:aspirin,114.0
Acetaminophen/Aspirin/Caffeine,3-10,0.0,1,ingredient:caffeine,202.0
Acetaminophen/Aspirin/Caffeine,3-10,0.0,1,ingredient:caffeine,203.0
Acetaminophen/Aspirin/Caffeine,11-17,1.5,1,ingredient:acetaminophen,14.0
Acetaminophen/Aspirin/Caffeine,11-17,1.5,1,ingredient:aspirin,112.0
Acetaminophen/Aspirin/Caffeine,11-17,1.5,1,ingredient:aspirin,113.0
Acetaminophen/Aspirin/Caffeine,11-17,1.5,1,ingredient:aspirin,114.0
Acetaminophen/Aspirin/Caffeine,11-17,1.5,1,ingredient:caffeine,202.0
Acetaminophen/Aspirin/Caffeine,11-17,1.5,1,ingredient:caffeine,203.0
Acetaminophen/Butalbital,0-2,0.0,1,ingredient:acetaminophen,14.0
Acetaminophen/Butalbital,3-10,13.0,1,ingredient:acetaminophen,14.0
Acetaminophen/Butalbital,11-17,592.0,1,ingredient:acetaminophen,14.0
Acetaminophen/Butalbital/Caffeine,0-2,3.3333333333333335,1,ingredient:acetaminophen,14.0
Acetaminophen/Butalbital/Caffeine,0-2,3.3333333333333335,1,ingredient:caffeine,202.0
Acetaminophen/Butalbital/Caffeine,0-2,3.3333333333333335,1,ingredient:caffeine,203.0
Acetaminophen/Butalbital/Caffeine,3-10,233.0,1,ingredient:acetaminophen,14.0
Acetaminophen/Butalbital/Caffeine,3-10,233.0,1,ingredient:caffeine,202.0
Acetaminophen/Butalbital/Caffeine,3-10,233.0,1,ingredient:caffeine,203.0
Acetaminophen/Butalbital/Caffeine,11-17,7461.0,1,ingredient:acetaminophen,14.0
Acetaminophen/Butalbital/Caffeine,11-17,7461.0,1,ingredient:caffeine,202.0
Acetaminophen/Butalbital/Caffeine,11-17,7461.0,1,ingredient:caffeine,203.0
Acetaminophen/Caffeine,0-2,0.0,1,ingredient:acetaminophen,14.0
Acetaminophen/Caffeine,0-2,0.0,1,ingredient:caffeine,202.0
Acetaminophen/Caffeine,0-2,0.0,1,ingredient:caffeine,203.0
Acetaminophen/Caffeine,3-10,0.0,1,ingredient:acetaminophen,14.0
Acetaminophen/Caffeine,3-10,0.0,1,ingredient:caffeine,202.0
Acetaminophen/Caffeine,3-10,0.0,1,ingredient:caffeine,203.0
Acetaminophen/Caffeine,11-17,0.3333333333333333,1,ingredient:acetaminophen,14.0
Acetaminophen/Caffeine,11-17,0.3333333333333333,1,ingredient:caffeine,202.0
Acetaminophen/Caffeine,11-17,0.3333333333333333,1,ingredient:caffeine,203.0
Acetaminophen/Caffeine/Dihydrocodeine Bitartrate,0-2,0.0,1,ingredient:acetaminophen,14.0
Acetaminophen/Caffeine/Dihydrocodeine Bitartrate,0-2,0.0,1,ingredient:caffeine,202.0
Acetaminophen/Caffeine/Dihydrocodeine Bitartrate,0-2,0.0,1,ingredient:caffeine,203.0
Acetaminophen/Caffeine/Dihydrocodeine Bitartrate,0-2,0.0,1,ingredient:dihydrocodeine,1737.0
Acetaminophen/Caffeine/Dihydrocodeine Bitartrate,3-10,0.5,1,ingredient:acetaminophen,14.0
Acetaminophen/Caffeine/Dihydrocodeine Bitartrate,3-10,0.5,1,ingredient:caffeine,202.0
Acetaminophen/Caffeine/Dihydrocodeine Bitartrate,3-10,0.5,1,ingredient:caffeine,203.0
Acetaminophen/Caffeine/Dihydrocodeine Bitartrate,3-10,0.5,1,ingredient:dihydrocodeine,1737.0
Acetaminophen/Caffeine/Dihydrocodeine Bitartrate,11-17,11.25,1,ingredient:acetaminophen,14.0
Acetaminophen/Caffeine/Dihydrocodeine Bitartrate,11-17,11.25,1,ingredient:caffeine,202.0
Acetaminophen/Caffeine/Dihydrocodeine Bitartrate,11-17,11.25,1,ingredient:caffeine,203.0
Acetaminophen/Caffeine/Dihydrocodeine Bitartrate,11-17,11.25,1,ingredient:dihydrocodeine,1737.0
Acetaminophen/Caffeine/Isometheptene Mucate,0-2,0.0,1,ingredient:acetaminophen,14.0
Acetaminophen/Caffeine/Isometheptene Mucate,0-2,0.0,1,ingredient:caffeine,202.0
Acetaminophen/Caffeine/Isometheptene Mucate,0-2,0.0,1,ingredient:caffeine,203.0
Acetaminophen/Caffeine/Isometheptene Mucate,3-10,2.3333333333333335,1,ingredient:acetaminophen,14.0
Acetaminophen/Caffeine/Isometheptene Mucate,3-10,2.3333333333333335,1,ingredient:caffeine,202.0
Acetaminophen/Caffeine/Isometheptene Mucate,3-10,2.3333333333333335,1,ingredient:caffeine,203.0
Acetaminophen/Caffeine/Isometheptene Mucate,11-17,64.0,1,ingredient:acetaminophen,14.0
Acetaminophen/Caffeine/Isometheptene Mucate,11-17,64.0,1,ingredient:caffeine,202.0
Acetaminophen/Caffeine/Isometheptene Mucate,11-17,64.0,1,ingredient:caffeine,203.0
Acetaminophen/Caffeine/Pyrilamine Maleate,0-2,0.0,1,ingredient:acetaminophen,14.0
Acetaminophen/Caffeine/Pyrilamine Maleate,0-2,0.0,1,ingredient:caffeine,202.0
Acetaminophen/Caffeine/Pyrilamine Maleate,0-2,0.0,1,ingredient:caffeine,203.0
Acetaminophen/Caffeine/Pyrilamine Maleate,0-2,0.0,1,ingredient:pyrilamine,1283.0
Acetaminophen/Caffeine/Pyrilamine Maleate,0-2,0.0,1,ingredient:pyrilamine,1284.0
Acetaminophen/Caffeine/Pyrilamine Maleate,3-10,0.0,1,ingredient:acetaminophen,14.0
Acetaminophen/Caffeine/Pyrilamine Maleate,3-10,0.0,1,ingredient:caffeine,202.0
Acetaminophen/Caffeine/Pyrilamine Maleate,3-10,0.0,1,ingredient:caffeine,203.0
Acetaminophen/Caffeine/Pyrilamine Maleate,3-10,0.0,1,ingredient:pyrilamine,1283.0
Acetaminophen/Caffeine/Pyrilamine Maleate,3-10,0.0,1,ingredient:pyrilamine,1284.0
Acetaminophen/Caffeine/Pyrilamine Maleate,11-17,0.6,1,ingredient:acetaminophen,14.0
Acetaminophen/Caffeine/Pyrilamine Maleate,11-17,0.6,1,ingredient:caffeine,202.0
Acetaminophen/Caffeine/Pyrilamine Maleate,11-17,0.6,1,ingredient:caffeine,203.0
Acetaminophen/Caffeine/Pyrilamine Maleate,11-17,0.6,1,ingredient:pyrilamine,1283.0
Acetaminophen/Caffeine/Pyrilamine Maleate,11-17,0.6,1,ingredient:pyrilamine,1284.0
Acetaminophen/Codeine Phosphate,0-2,1910.5,1,ingredient:acetaminophen,14.0
Acetaminophen/Codeine Phosphate,0-2,1910.5,1,ingredient:codeine,364.0
Acetaminophen/Codeine Phosphate,3-10,19476.0,1,ingredient:acetaminophen,14.0
Acetaminophen/Codeine Phosphate,3-10,19476.0,1,ingredient:codeine,364.0
Acetaminophen/Codeine Phosphate,11-17,75853.0,1,ingredient:acetaminophen,14.0
Acetaminophen/Codeine Phosphate,11-17,75853.0,1,ingredient:codeine,364.0
Acetaminophen/Dexbrompheniramine Maleate,0-2,0.0,1,ingredient:acetaminophen,14.0
Acetaminophen/Dexbrompheniramine Maleate,0-2,0.0,1,ingredient:dexbrompheniramine,1722.0
Acetaminophen/Dexbrompheniramine Maleate,3-10,0.0,1,ingredient:acetaminophen,14.0
Acetaminophen/Dexbrompheniramine Maleate,3-10,0.0,1,ingredient:dexbrompheniramine,1722.0
Acetaminophen/Dexbrompheniramine Maleate,11-17,0.5,1,ingredient:acetaminophen,14.0
Acetaminophen/Dexbrompheniramine Maleate,11-17,0.5,1,ingredient:dexbrompheniramine,1722.0
Acetaminophen/Diphenhydramine Hydrochloride,0-2,0.0,1,ingredient:acetaminophen,14.0
Acetaminophen/Diphenhydramine Hydrochloride,0-2,0.0,1,ingredient:diphenhydramine,490.0
Acetaminophen/Diphenhydramine Hydrochloride,0-2,0.0,1,ingredient:diphenhydramine,491.0
Acetaminophen/Diphenhydramine Hydrochloride,3-10,0.0,1,ingredient:acetaminophen,14.0
Acetaminophen/Diphenhydramine Hydrochloride,3-10,0.0,1,ingredient:diphenhydramine,490.0
Acetaminophen/Diphenhydramine Hydrochloride,3-10,0.0,1,ingredient:diphenhydramine,491.0
Acetaminophen/Diphenhydramine Hydrochloride,11-17,0.3333333333333333,1,ingredient:acetaminophen,14.0
Acetaminophen/Diphenhydramine Hydrochloride,11-17,0.3333333333333333,1,ingredient:diphenhydramine,490.0
Acetaminophen/Diphenhydramine Hydrochloride,11-17,0.3333333333333333,1,ingredient:diphenhydramine,491.0
Acetaminophen/Hydrocodone Bitartrate,0-2,9740.5,1,ingredient:acetaminophen,14.0
Acetaminophen/Hydrocodone Bitartrate,0-2,9740.5,1,ingredient:hydrocodone,713.0
Acetaminophen/Hydrocodone Bitartrate,3-10,58113.0,1,ingredient:acetaminophen,14.0
Acetaminophen/Hydrocodone Bitartrate,3-10,58113.0,1,ingredient:hydrocodone,713.0
Acetaminophen/Hydrocodone Bitartrate,11-17,295847.0,1,ingredient:acetaminophen,14.0
Acetaminophen/Hydrocodone Bitartrate,11-17,295847.0,1,ingredient:hydrocodone,713.0
Acetaminophen/Ibuprofen,0-2,0.0,1,ingredient:acetaminophen,14.0
Acetaminophen/Ibuprofen,0-2,0.0,1,ingredient:ibuprofen,736.0
Acetaminophen/Ibuprofen,0-2,0.0,1,ingredient:ibuprofen,737.0
Acetaminophen/Ibuprofen,0-2,0.0,1,ingredient:ibuprofen,738.0
Acetaminophen/Ibuprofen,0-2,0.0,1,ingredient:ibuprofen,739.0
Acetaminophen/Ibuprofen,0-2,0.0,1,ingredient:ibuprofen,740.0
Acetaminophen/Ibuprofen,3-10,0.0,1,ingredient:acetaminophen,14.0
Acetaminophen/Ibuprofen,3-10,0.0,1,ingredient:ibuprofen,736.0
Acetaminophen/Ibuprofen,3-10,0.0,1,ingredient:ibuprofen,737.0
Acetaminophen/Ibuprofen,3-10,0.0,1,ingredient:ibuprofen,738.0
Acetaminophen/Ibuprofen,3-10,0.0,1,ingredient:ibuprofen,739.0
Acetaminophen/Ibuprofen,3-10,0.0,1,ingredient:ibuprofen,740.0
Acetaminophen/Ibuprofen,11-17,0.16666666666666666,1,ingredient:acetaminophen,14.0
Acetaminophen/Ibuprofen,11-17,0.16666666666666666,1,ingredient:ibuprofen,736.0
Acetaminophen/Ibuprofen,11-17,0.16666666666666666,1,ingredient:ibuprofen,737.0
Acetaminophen/Ibuprofen,11-17,0.16666666666666666,1,ingredient:ibuprofen,738.0
Acetaminophen/Ibuprofen,11-17,0.16666666666666666,1,ingredient:ibuprofen,739.0
Acetaminophen/Ibuprofen,11-17,0.16666666666666666,1,ingredient:ibuprofen,740.0
Acetaminophen/Oxycodone Hydrochloride,0-2,38.0,1,ingredient:acetaminophen,14.0
Acetaminophen/Oxycodone Hydrochloride,0-2,38.0,1,ingredient:oxycodone,1095.0
Acetaminophen/Oxycodone Hydrochloride,3-10,450.5,1,ingredient:acetaminophen,14.0
Acetaminophen/Oxycodone Hydrochloride,3-10,450.5,1,ingredient:oxycodone,1095.0
Acetaminophen/Oxycodone Hydrochloride,11-17,66024.5,1,ingredient:acetaminophen,14.0
Acetaminophen/Oxycodone Hydrochloride,11-17,66024.5,1,ingredient:oxycodone,1095.0
Acetaminophen/Pamabrom/Pyrilamine Maleate,0-2,0.0,1,ingredient:acetaminophen,14.0
Acetaminophen/Pamabrom/Pyrilamine Maleate,0-2,0.0,1,ingredient:pyrilamine,1283.0
Acetaminophen/Pamabrom/Pyrilamine Maleate,0-2,0.0,1,ingredient:pyrilamine,1284.0
Acetaminophen/Pamabrom/Pyrilamine Maleate,3-10,0.0,1,ingredient:acetaminophen,14.0
Acetaminophen/Pamabrom/Pyrilamine Maleate,3-10,0.0,1,ingredient:pyrilamine,1283.0
Acetaminophen/Pamabrom/Pyrilamine Maleate,3-10,0.0,1,ingredient:pyrilamine,1284.0
Acetaminophen/Pamabrom/Pyrilamine Maleate,11-17,0.3333333333333333,1,ingredient:acetaminophen,14.0
Acetaminophen/Pamabrom/Pyrilamine Maleate,11-17,0.3333333333333333,1,ingredient:pyrilamine,1283.0
Acetaminophen/Pamabrom/Pyrilamine Maleate,11-17,0.3333333333333333,1,ingredient:pyrilamine,1284.0
Acetaminophen/Phenyltoloxamine Citrate,0-2,0.0,1,ingredient:acetaminophen,14.0
Acetaminophen/Phenyltoloxamine Citrate,3-10,0.0,1,ingredient:acetaminophen,14.0
Acetaminophen/Phenyltoloxamine Citrate,11-17,1.0,1,ingredient:acetaminophen,14.0
Acetaminophen/Tramadol Hydrochloride,0-2,2.0,1,ingredient:acetaminophen,14.0
Acetaminophen/Tramadol Hydrochloride,0-2,2.0,1,ingredient:tramadol,1451.0
Acetaminophen/Tramadol Hydrochloride,3-10,13.0,1,ingredient:acetaminophen,14.0
Acetaminophen/Tramadol Hydrochloride,3-10,13.0,1,ingredient:tramadol,1451.0
Acetaminophen/Tramadol Hydrochloride,11-17,2271.0,1,ingredient:acetaminophen,14.0
Acetaminophen/Tramadol Hydrochloride,11-17,2271.0,1,ingredient:tramadol,1451.0
Acetazolamide,0-2,395.0,1,exact_full,15.0
Acetazolamide,3-10,4891.0,1,exact_full,15.0
Acetazolamide,11-17,18114.0,1,exact_full,15.0
Acetic Acid,0-2,188.0,1,exact_full,16.0
Acetic Acid,0-2,188.0,1,exact_full,17.0
Acetic Acid,3-10,1160.5,1,exact_full,16.0
Acetic Acid,3-10,1160.5,1,exact_full,17.0
Acetic Acid,11-17,1356.5,1,exact_full,16.0
Acetic Acid,11-17,1356.5,1,exact_full,17.0
Acetic Acid Glacial/Oxyquinoline Sulfate,0-2,0.0,1,ingredient:oxyquinoline,7.0
Acetic Acid Glacial/Oxyquinoline Sulfate,0-2,0.0,1,ingredient:oxyquinoline,8.0
Acetic Acid Glacial/Oxyquinoline Sulfate,0-2,0.0,1,ingredient:oxyquinoline,9.0
Acetic Acid Glacial/Oxyquinoline Sulfate,0-2,0.0,1,ingredient:oxyquinoline,10.0
Acetic Acid Glacial/Oxyquinoline Sulfate,3-10,0.25,1,ingredient:oxyquinoline,7.0
Acetic Acid Glacial/Oxyquinoline Sulfate,3-10,0.25,1,ingredient:oxyquinoline,8.0
Acetic Acid Glacial/Oxyquinoline Sulfate,3-10,0.25,1,ingredient:oxyquinoline,9.0
Acetic Acid Glacial/Oxyquinoline Sulfate,3-10,0.25,1,ingredient:oxyquinoline,10.0
Acetic Acid Glacial/Oxyquinoline Sulfate,11-17,4.5,1,ingredient:oxyquinoline,7.0
Acetic Acid Glacial/Oxyquinoline Sulfate,11-17,4.5,1,ingredient:oxyquinoline,8.0
Acetic Acid Glacial/Oxyquinoline Sulfate,11-17,4.5,1,ingredient:oxyquinoline,9.0
Acetic Acid Glacial/Oxyquinoline Sulfate,11-17,4.5,1,ingredient:oxyquinoline,10.0
Acetic Acid/Aluminum Acetate,0-2,8.0,1,exact_base,16.0
Acetic Acid/Aluminum Acetate,0-2,8.0,1,exact_base,17.0
Acetic Acid/Aluminum Acetate,3-10,27.0,1,exact_base,16.0
Acetic Acid/Aluminum Acetate,3-10,27.0,1,exact_base,17.0
Acetic Acid/Aluminum Acetate,11-17,38.0,1,exact_base,16.0
Acetic Acid/Aluminum Acetate,11-17,38.0,1,exact_base,17.0
Acetic Acid/Hydrocortisone,0-2,18.181818181818183,1,ingredient:acetic acid,16.0
Acetic Acid/Hydrocortisone,0-2,18.181818181818183,1,ingredient:acetic acid,17.0
Acetic Acid/Hydrocortisone,0-2,18.181818181818183,1,ingredient:hydrocortisone,714.0
Acetic Acid/Hydrocortisone,0-2,18.181818181818183,1,ingredient:hydrocortisone,715.0
Acetic Acid/Hydrocortisone,0-2,18.181818181818183,1,ingredient:hydrocortisone,716.0
Acetic Acid/Hydrocortisone,0-2,18.181818181818183,1,ingredient:hydrocortisone,717.0
Acetic Acid/Hydrocortisone,0-2,18.181818181818183,1,ingredient:hydrocortisone,718.0
Acetic Acid/Hydrocortisone,0-2,18.181818181818183,1,ingredient:hydrocortisone,719.0
Acetic Acid/Hydrocortisone,0-2,18.181818181818183,1,ingredient:hydrocortisone,720.0
Acetic Acid/Hydrocortisone,0-2,18.181818181818183,1,ingredient:hydrocortisone,721.0
Acetic Acid/Hydrocortisone,0-2,18.181818181818183,1,ingredient:hydrocortisone,722.0
Acetic Acid/Hydrocortisone,3-10,184.54545454545453,1,ingredient:acetic acid,16.0
Acetic Acid/Hydrocortisone,3-10,184.54545454545453,1,ingredient:acetic acid,17.0
Acetic Acid/Hydrocortisone,3-10,184.54545454545453,1,ingredient:hydrocortisone,714.0
Acetic Acid/Hydrocortisone,3-10,184.54545454545453,1,ingredient:hydrocortisone,715.0
Acetic Acid/Hydrocortisone,3-10,184.54545454545453,1,ingredient:hydrocortisone,716.0
Acetic Acid/Hydrocortisone,3-10,184.54545454545453,1,ingredient:hydrocortisone,717.0
Acetic Acid/Hydrocortisone,3-10,184.54545454545453,1,ingredient:hydrocortisone,718.0
Acetic Acid/Hydrocortisone,3-10,184.54545454545453,1,ingredient:hydrocortisone,719.0
Acetic Acid/Hydrocortisone,3-10,184.54545454545453,1,ingredient:hydrocortisone,720.0
Acetic Acid/Hydrocortisone,3-10,184.54545454545453,1,ingredient:hydrocortisone,721.0
Acetic Acid/Hydrocortisone,3-10,184.54545454545453,1,ingredient:hydrocortisone,722.0
Acetic Acid/Hydrocortisone,11-17,245.72727272727272,1,ingredient:acetic acid,16.0
Acetic Acid/Hydrocortisone,11-17,245.72727272727272,1,ingredient:acetic acid,17.0
Acetic Acid/Hydrocortisone,11-17,245.72727272727272,1,ingredient:hydrocortisone,714.0
Acetic Acid/Hydrocortisone,11-17,245.72727272727272,1,ingredient:hydrocortisone,715.0
Acetic Acid/Hydrocortisone,11-17,245.72727272727272,1,ingredient:hydrocortisone,716.0
Acetic Acid/Hydrocortisone,11-17,245.72727272727272,1,ingredient:hydrocortisone,717.0
Acetic Acid/Hydrocortisone,11-17,245.72727272727272,1,ingredient:hydrocortisone,718.0
Acetic Acid/Hydrocortisone,11-17,245.72727272727272,1,ingredient:hydrocortisone,719.0
Acetic Acid/Hydrocortisone,11-17,245.72727272727272,1,ingredient:hydrocortisone,720.0
Acetic Acid/Hydrocortisone,11-17,245.72727272727272,1,ingredient:hydrocortisone,721.0
Acetic Acid/Hydrocortisone,11-17,245.72727272727272,1,ingredient:hydrocortisone,722.0
Acetohydroxamic Acid,0-2,0.0,1,exact_full,1567.0
Acetohydroxamic Acid,3-10,0.0,1,exact_full,1567.0
Acetohydroxamic Acid,11-17,30.0,1,exact_full,1567.0
Acetone,0-2,0.0,0,no_match,
Acetone,3-10,11.0,0,no_match,
Acetone,11-17,7.0,0,no_match,
Acetone Test,0-2,1876.0,0,no_match,
Acetone Test,3-10,19479.0,0,no_match,
Acetone Test,11-17,31475.0,0,no_match,
Acetone/Fuchsin/Resorcinol,0-2,0.0,1,ingredient:resorcinol,2003.0
Acetone/Fuchsin/Resorcinol,0-2,0.0,1,ingredient:resorcinol,2004.0
Acetone/Fuchsin/Resorcinol,3-10,0.0,1,ingredient:resorcinol,2003.0
Acetone/Fuchsin/Resorcinol,3-10,0.0,1,ingredient:resorcinol,2004.0
Acetone/Fuchsin/Resorcinol,11-17,5.0,1,ingredient:resorcinol,2003.0
Acetone/Fuchsin/Resorcinol,11-17,5.0,1,ingredient:resorcinol,2004.0
Acetylcysteine,0-2,145.33333333333334,1,exact_full,21.0
Acetylcysteine,0-2,145.33333333333334,1,exact_full,22.0
Acetylcysteine,0-2,145.33333333333334,1,exact_full,23.0
Acetylcysteine,3-10,409.6666666666667,1,exact_full,21.0
Acetylcysteine,3-10,409.6666666666667,1,exact_full,22.0
Acetylcysteine,3-10,409.6666666666667,1,exact_full,23.0
Acetylcysteine,11-17,284.6666666666667,1,exact_full,21.0
Acetylcysteine,11-17,284.6666666666667,1,exact_full,22.0
Acetylcysteine,11-17,284.6666666666667,1,exact_full,23.0
Acetylcysteine/Levomefolate Ca/Methylcobalamin,0-2,0.0,1,ingredient:acetylcysteine,21.0
Acetylcysteine/Levomefolate Ca/Methylcobalamin,0-2,0.0,1,ingredient:acetylcysteine,22.0
Acetylcysteine/Levomefolate Ca/Methylcobalamin,0-2,0.0,1,ingredient:acetylcysteine,23.0
Acetylcysteine/Levomefolate Ca/Methylcobalamin,3-10,0.0,1,ingredient:acetylcysteine,21.0
Acetylcysteine/Levomefolate Ca/Methylcobalamin,3-10,0.0,1,ingredient:acetylcysteine,22.0
Acetylcysteine/Levomefolate Ca/Methylcobalamin,3-10,0.0,1,ingredient:acetylcysteine,23.0
Acetylcysteine/Levomefolate Ca/Methylcobalamin,11-17,6.333333333333333,1,ingredient:acetylcysteine,21.0
Acetylcysteine/Levomefolate Ca/Methylcobalamin,11-17,6.333333333333333,1,ingredient:acetylcysteine,22.0
Acetylcysteine/Levomefolate Ca/Methylcobalamin,11-17,6.333333333333333,1,ingredient:acetylcysteine,23.0
Acitretin,0-2,9.0,1,exact_full,1570.0
Acitretin,3-10,237.0,1,exact_full,1570.0
Acitretin,11-17,393.0,1,exact_full,1570.0
Aclidinium Bromide,0-2,0.0,0,no_match,
Aclidinium Bromide,3-10,0.0,0,no_match,
Aclidinium Bromide,11-17,35.0,0,no_match,
Aconitum Napellus,0-2,0.0,0,no_match,
Aconitum Napellus,3-10,0.0,0,no_match,
Aconitum Napellus,11-17,1.0,0,no_match,
Acrivastine/Pseudoephedrine Hydrochloride,0-2,0.0,1,ingredient:acrivastine,1642.0
Acrivastine/Pseudoephedrine Hydrochloride,0-2,0.0,1,ingredient:pseudoephedrine,1277.0
Acrivastine/Pseudoephedrine Hydrochloride,3-10,5.5,1,ingredient:acrivastine,1642.0
