drug,agegroup,freq,match,rule,pubs_index
Glucose Meter Test Control,0-2,19.666666666666668,1,fuzzy_base:100.0,666.0
Glucose Meter Test Control,0-2,19.666666666666668,1,fuzzy_base:100.0,667.0
Glucose Meter Test Control,3-10,148.66666666666666,1,fuzzy_base:100.0,665.0
Glucose Meter Test Control,3-10,148.66666666666666,1,fuzzy_base:100.0,666.0
Glucose Meter Test Control,3-10,148.66666666666666,1,fuzzy_base:100.0,667.0
Glucose Meter Test Control,11-17,253.0,1,fuzzy_base:100.0,665.0
Glucose Meter Test Control,11-17,253.0,1,fuzzy_base:100.0,666.0
Glucose Meter Test Control,11-17,253.0,1,fuzzy_base:100.0,667.0
Glucose Meter Test Control Strips,0-2,1642.0,1,fuzzy_base:100.0,665.0
Glucose Meter Test Control Strips,0-2,1642.0,1,fuzzy_base:100.0,666.0
Glucose Meter Test Control Strips,0-2,1642.0,1,fuzzy_base:100.0,667.0
Glucose Meter Test Control Strips,3-10,21132.333333333332,1,fuzzy_base:100.0,665.0
Glucose Meter Test Control Strips,3-10,21132.333333333332,1,fuzzy_base:100.0,666.0
Glucose Meter Test Control Strips,3-10,21132.333333333332,1,fuzzy_base:100.0,667.0
Glucose Meter Test Control Strips,11-17,42907.666666666664,1,fuzzy_base:100.0,665.0
Glucose Meter Test Control Strips,11-17,42907.666666666664,1,fuzzy_base:100.0,666.0
Glucose Meter Test Control Strips,11-17,42907.666666666664,1,fuzzy_base:100.0,667.0
"Glucose, Blood Test",0-2,232.33333333333334,1,ingredient:glucose,665.0
"Glucose, Blood Test",0-2,232.33333333333334,1,ingredient:glucose,666.0
"Glucose, Blood Test",0-2,232.33333333333334,1,ingredient:glucose,667.0
"Glucose, Blood Test",3-10,6974.666666666667,1,ingredient:glucose,665.0
"Glucose, Blood Test",3-10,6974.666666666667,1,ingredient:glucose,666.0
"Glucose, Blood Test",3-10,6974.666666666667,1,ingredient:glucose,667.0
"Glucose, Blood Test",11-17,15586.666666666666,1,ingredient:glucose,665.0
"Glucose, Blood Test",11-17,15586.666666666666,1,ingredient:glucose,666.0
"Glucose, Blood Test",11-17,15586.666666666666,1,ingredient:glucose,667.0
Glutamine,0-2,0.0,1,exact_full,668.0
Glutamine,3-10,257.0,1,exact_full,668.0
Glutamine,11-17,414.0,1,exact_full,668.0
Glutaral,0-2,0.0,0,no_match,
Glutaral,3-10,4.0,0,no_match,
Glutaral,11-17,3.0,0,no_match,
Glutathione,0-2,5.0,1,exact_full,669.0
Glutathione,3-10,124.0,1,exact_full,669.0
Glutathione,11-17,11.0,1,exact_full,669.0
Glyburide,0-2,30.0,1,exact_full,660.0
Glyburide,3-10,118.0,1,exact_full,660.0
Glyburide,11-17,583.0,1,exact_full,660.0
"Glyburide, Micronized",0-2,0.0,1,exact_base,660.0
"Glyburide, Micronized",3-10,3.0,1,exact_base,660.0
"Glyburide, Micronized",11-17,72.0,1,exact_base,660.0
Glyburide/Metformin Hydrochloride,0-2,0.5,1,ingredient:glyburide,660.0
Glyburide/Metformin Hydrochloride,0-2,0.5,1,ingredient:metformin,904.0
Glyburide/Metformin Hydrochloride,3-10,6.0,1,ingredient:glyburide,660.0
Glyburide/Metformin Hydrochloride,3-10,6.0,1,ingredient:metformin,904.0
Glyburide/Metformin Hydrochloride,11-17,12.5,1,ingredient:glyburide,660.0
Glyburide/Metformin Hydrochloride,11-17,12.5,1,ingredient:metformin,904.0
Glycerin,0-2,164.5,1,exact_full,671.0
Glycerin,0-2,164.5,1,exact_full,672.0
Glycerin,3-10,130.0,1,exact_full,671.0
Glycerin,3-10,130.0,1,exact_full,672.0
Glycerin,11-17,47.0,1,exact_full,671.0
Glycerin,11-17,47.0,1,exact_full,672.0
Glycerin/Hypromellose/PEG-400,0-2,1.0,1,ingredient:glycerin,671.0
Glycerin/Hypromellose/PEG-400,0-2,1.0,1,ingredient:glycerin,672.0
Glycerin/Hypromellose/PEG-400,0-2,1.0,1,ingredient:hypromellose,1833.0
Glycerin/Hypromellose/PEG-400,3-10,15.666666666666666,1,ingredient:glycerin,671.0
Glycerin/Hypromellose/PEG-400,3-10,15.666666666666666,1,ingredient:glycerin,672.0
Glycerin/Hypromellose/PEG-400,3-10,15.666666666666666,1,ingredient:hypromellose,1833.0
Glycerin/Hypromellose/PEG-400,11-17,10.666666666666666,1,ingredient:glycerin,671.0
Glycerin/Hypromellose/PEG-400,11-17,10.666666666666666,1,ingredient:glycerin,672.0
Glycerin/Hypromellose/PEG-400,11-17,10.666666666666666,1,ingredient:hypromellose,1833.0
Glycerin/Isopropyl Alcohol,0-2,0.0,1,ingredient:glycerin,671.0
Glycerin/Isopropyl Alcohol,0-2,0.0,1,ingredient:glycerin,672.0
Glycerin/Isopropyl Alcohol,0-2,0.0,1,ingredient:isopropyl alcohol,788.0
Glycerin/Isopropyl Alcohol,3-10,0.3333333333333333,1,ingredient:glycerin,671.0
Glycerin/Isopropyl Alcohol,3-10,0.3333333333333333,1,ingredient:glycerin,672.0
Glycerin/Isopropyl Alcohol,3-10,0.3333333333333333,1,ingredient:isopropyl alcohol,788.0
Glycerin/Isopropyl Alcohol,11-17,0.3333333333333333,1,ingredient:glycerin,671.0
Glycerin/Isopropyl Alcohol,11-17,0.3333333333333333,1,ingredient:glycerin,672.0
Glycerin/Isopropyl Alcohol,11-17,0.3333333333333333,1,ingredient:isopropyl alcohol,788.0
Glycerin/Naphazoline Hydrochloride,0-2,0.0,1,ingredient:glycerin,671.0
Glycerin/Naphazoline Hydrochloride,0-2,0.0,1,ingredient:glycerin,672.0
Glycerin/Naphazoline Hydrochloride,0-2,0.0,1,ingredient:naphazoline,997.0
Glycerin/Naphazoline Hydrochloride,0-2,0.0,1,ingredient:naphazoline,998.0
Glycerin/Naphazoline Hydrochloride,0-2,0.0,1,ingredient:naphazoline,999.0
Glycerin/Naphazoline Hydrochloride,3-10,0.2,1,ingredient:glycerin,671.0
Glycerin/Naphazoline Hydrochloride,3-10,0.2,1,ingredient:glycerin,672.0
Glycerin/Naphazoline Hydrochloride,3-10,0.2,1,ingredient:naphazoline,997.0
Glycerin/Naphazoline Hydrochloride,3-10,0.2,1,ingredient:naphazoline,998.0
Glycerin/Naphazoline Hydrochloride,3-10,0.2,1,ingredient:naphazoline,999.0
Glycerin/Naphazoline Hydrochloride,11-17,0.0,1,ingredient:glycerin,671.0
Glycerin/Naphazoline Hydrochloride,11-17,0.0,1,ingredient:glycerin,672.0
Glycerin/Naphazoline Hydrochloride,11-17,0.0,1,ingredient:naphazoline,997.0
Glycerin/Naphazoline Hydrochloride,11-17,0.0,1,ingredient:naphazoline,998.0
Glycerin/Naphazoline Hydrochloride,11-17,0.0,1,ingredient:naphazoline,999.0
Glycerin/Phenol,0-2,0.0,1,ingredient:glycerin,671.0
Glycerin/Phenol,0-2,0.0,1,ingredient:glycerin,672.0
Glycerin/Phenol,0-2,0.0,1,ingredient:phenol,1950.0
Glycerin/Phenol,0-2,0.0,1,ingredient:phenol,1951.0
Glycerin/Phenol,0-2,0.0,1,ingredient:phenol,1952.0
Glycerin/Phenol,0-2,0.0,1,ingredient:phenol,1953.0
Glycerin/Phenol,3-10,0.0,1,ingredient:glycerin,671.0
Glycerin/Phenol,3-10,0.0,1,ingredient:glycerin,672.0
Glycerin/Phenol,3-10,0.0,1,ingredient:phenol,1950.0
Glycerin/Phenol,3-10,0.0,1,ingredient:phenol,1951.0
Glycerin/Phenol,3-10,0.0,1,ingredient:phenol,1952.0
Glycerin/Phenol,3-10,0.0,1,ingredient:phenol,1953.0
Glycerin/Phenol,11-17,0.16666666666666666,1,ingredient:glycerin,671.0
Glycerin/Phenol,11-17,0.16666666666666666,1,ingredient:glycerin,672.0
Glycerin/Phenol,11-17,0.16666666666666666,1,ingredient:phenol,1950.0
Glycerin/Phenol,11-17,0.16666666666666666,1,ingredient:phenol,1951.0
Glycerin/Phenol,11-17,0.16666666666666666,1,ingredient:phenol,1952.0
Glycerin/Phenol,11-17,0.16666666666666666,1,ingredient:phenol,1953.0
Glycerin/Propylene Glycol,0-2,0.0,1,ingredient:glycerin,671.0
Glycerin/Propylene Glycol,0-2,0.0,1,ingredient:glycerin,672.0
Glycerin/Propylene Glycol,3-10,2.0,1,ingredient:glycerin,671.0
Glycerin/Propylene Glycol,3-10,2.0,1,ingredient:glycerin,672.0
Glycerin/Propylene Glycol,11-17,0.0,1,ingredient:glycerin,671.0
Glycerin/Propylene Glycol,11-17,0.0,1,ingredient:glycerin,672.0
Glycerol Phenylbutyrate,0-2,405.0,1,exact_full,2989.0
Glycerol Phenylbutyrate,3-10,1052.0,1,exact_full,2989.0
Glycerol Phenylbutyrate,11-17,616.0,1,exact_full,2989.0
Glycine,0-2,0.0,1,exact_full,676.0
Glycine,3-10,0.0,1,exact_full,676.0
Glycine,11-17,6.0,1,exact_full,676.0
Glycine/Sodium Chloride,0-2,0.0,1,exact_base,676.0
Glycine/Sodium Chloride,3-10,32.0,1,exact_base,676.0
Glycine/Sodium Chloride,11-17,0.0,1,exact_base,676.0
Glycolic Acid,0-2,0.0,0,no_match,
Glycolic Acid,3-10,8.0,0,no_match,
Glycolic Acid,11-17,25.0,0,no_match,
Glycopyrrolate,0-2,2129.0,0,no_match,
Glycopyrrolate,3-10,12717.0,0,no_match,
Glycopyrrolate,11-17,56615.0,0,no_match,
Glycopyrronium Tosylate,0-2,0.0,1,fuzzy_base:100.0,3040.0
Glycopyrronium Tosylate,3-10,131.0,1,fuzzy_base:100.0,3040.0
Glycopyrronium Tosylate,11-17,10360.0,1,fuzzy_base:100.0,3040.0
Golimumab,0-2,0.0,1,exact_full,2875.0
Golimumab,3-10,35.0,1,exact_full,2875.0
Golimumab,11-17,478.0,1,exact_full,2875.0
Golodirsen,0-2,0.0,1,exact_full,3208.0
Golodirsen,3-10,16.0,1,exact_full,3208.0
Golodirsen,11-17,64.0,1,exact_full,3208.0
Goserelin Acetate,0-2,0.0,1,exact_base,2216.0
Goserelin Acetate,3-10,0.0,1,exact_base,2216.0
Goserelin Acetate,11-17,6.0,1,exact_base,2216.0
Gramicidin,0-2,0.0,1,exact_full,679.0
Gramicidin,3-10,0.0,1,exact_full,679.0
Gramicidin,11-17,1.0,1,exact_full,679.0
Gramicidin/Neomycin Sulfate/Polymyxin B Sulfate,0-2,63.2,1,ingredient:gramicidin,679.0
Gramicidin/Neomycin Sulfate/Polymyxin B Sulfate,0-2,63.2,1,ingredient:neomycin,1009.0
Gramicidin/Neomycin Sulfate/Polymyxin B Sulfate,0-2,63.2,1,ingredient:neomycin,1010.0
Gramicidin/Neomycin Sulfate/Polymyxin B Sulfate,0-2,63.2,1,ingredient:neomycin,1011.0
Gramicidin/Neomycin Sulfate/Polymyxin B Sulfate,0-2,63.2,1,ingredient:neomycin,1012.0
Gramicidin/Neomycin Sulfate/Polymyxin B Sulfate,0-2,63.2,1,ingredient:neomycin,1013.0
Gramicidin/Neomycin Sulfate/Polymyxin B Sulfate,0-2,63.2,1,ingredient:neomycin,1014.0
Gramicidin/Neomycin Sulfate/Polymyxin B Sulfate,0-2,63.2,1,ingredient:neomycin,1015.0
Gramicidin/Neomycin Sulfate/Polymyxin B Sulfate,0-2,63.2,1,ingredient:neomycin,1016.0
Gramicidin/Neomycin Sulfate/Polymyxin B Sulfate,0-2,63.2,1,ingredient:neomycin,1017.0
Gramicidin/Neomycin Sulfate/Polymyxin B Sulfate,0-2,63.2,1,ingredient:polymyxin b,1203.0
Gramicidin/Neomycin Sulfate/Polymyxin B Sulfate,0-2,63.2,1,ingredient:polymyxin b,1204.0
Gramicidin/Neomycin Sulfate/Polymyxin B Sulfate,0-2,63.2,1,ingredient:polymyxin b,1205.0
Gramicidin/Neomycin Sulfate/Polymyxin B Sulfate,0-2,63.2,1,ingredient:polymyxin b,1206.0
Gramicidin/Neomycin Sulfate/Polymyxin B Sulfate,0-2,63.2,1,ingredient:polymyxin b,1207.0
Gramicidin/Neomycin Sulfate/Polymyxin B Sulfate,3-10,78.86666666666666,1,ingredient:gramicidin,679.0
Gramicidin/Neomycin Sulfate/Polymyxin B Sulfate,3-10,78.86666666666666,1,ingredient:neomycin,1009.0
Gramicidin/Neomycin Sulfate/Polymyxin B Sulfate,3-10,78.86666666666666,1,ingredient:neomycin,1010.0
Gramicidin/Neomycin Sulfate/Polymyxin B Sulfate,3-10,78.86666666666666,1,ingredient:neomycin,1011.0
Gramicidin/Neomycin Sulfate/Polymyxin B Sulfate,3-10,78.86666666666666,1,ingredient:neomycin,1012.0
Gramicidin/Neomycin Sulfate/Polymyxin B Sulfate,3-10,78.86666666666666,1,ingredient:neomycin,1013.0
Gramicidin/Neomycin Sulfate/Polymyxin B Sulfate,3-10,78.86666666666666,1,ingredient:neomycin,1014.0
Gramicidin/Neomycin Sulfate/Polymyxin B Sulfate,3-10,78.86666666666666,1,ingredient:neomycin,1015.0
Gramicidin/Neomycin Sulfate/Polymyxin B Sulfate,3-10,78.86666666666666,1,ingredient:neomycin,1016.0
Gramicidin/Neomycin Sulfate/Polymyxin B Sulfate,3-10,78.86666666666666,1,ingredient:neomycin,1017.0
Gramicidin/Neomycin Sulfate/Polymyxin B Sulfate,3-10,78.86666666666666,1,ingredient:polymyxin b,1203.0
Gramicidin/Neomycin Sulfate/Polymyxin B Sulfate,3-10,78.86666666666666,1,ingredient:polymyxin b,1204.0
Gramicidin/Neomycin Sulfate/Polymyxin B Sulfate,3-10,78.86666666666666,1,ingredient:polymyxin b,1205.0
Gramicidin/Neomycin Sulfate/Polymyxin B Sulfate,3-10,78.86666666666666,1,ingredient:polymyxin b,1206.0
Gramicidin/Neomycin Sulfate/Polymyxin B Sulfate,3-10,78.86666666666666,1,ingredient:polymyxin b,1207.0
Gramicidin/Neomycin Sulfate/Polymyxin B Sulfate,11-17,36.53333333333333,1,ingredient:gramicidin,679.0
Gramicidin/Neomycin Sulfate/Polymyxin B Sulfate,11-17,36.53333333333333,1,ingredient:neomycin,1009.0
Gramicidin/Neomycin Sulfate/Polymyxin B Sulfate,11-17,36.53333333333333,1,ingredient:neomycin,1010.0
Gramicidin/Neomycin Sulfate/Polymyxin B Sulfate,11-17,36.53333333333333,1,ingredient:neomycin,1011.0
Gramicidin/Neomycin Sulfate/Polymyxin B Sulfate,11-17,36.53333333333333,1,ingredient:neomycin,1012.0
Gramicidin/Neomycin Sulfate/Polymyxin B Sulfate,11-17,36.53333333333333,1,ingredient:neomycin,1013.0
Gramicidin/Neomycin Sulfate/Polymyxin B Sulfate,11-17,36.53333333333333,1,ingredient:neomycin,1014.0
Gramicidin/Neomycin Sulfate/Polymyxin B Sulfate,11-17,36.53333333333333,1,ingredient:neomycin,1015.0
Gramicidin/Neomycin Sulfate/Polymyxin B Sulfate,11-17,36.53333333333333,1,ingredient:neomycin,1016.0
Gramicidin/Neomycin Sulfate/Polymyxin B Sulfate,11-17,36.53333333333333,1,ingredient:neomycin,1017.0
Gramicidin/Neomycin Sulfate/Polymyxin B Sulfate,11-17,36.53333333333333,1,ingredient:polymyxin b,1203.0
Gramicidin/Neomycin Sulfate/Polymyxin B Sulfate,11-17,36.53333333333333,1,ingredient:polymyxin b,1204.0
Gramicidin/Neomycin Sulfate/Polymyxin B Sulfate,11-17,36.53333333333333,1,ingredient:polymyxin b,1205.0
Gramicidin/Neomycin Sulfate/Polymyxin B Sulfate,11-17,36.53333333333333,1,ingredient:polymyxin b,1206.0
Gramicidin/Neomycin Sulfate/Polymyxin B Sulfate,11-17,36.53333333333333,1,ingredient:polymyxin b,1207.0
Granisetron,0-2,0.0,1,exact_full,1815.0
Granisetron,3-10,6.0,1,exact_full,1815.0
Granisetron,11-17,302.0,1,exact_full,1815.0
Granisetron Hydrochloride,0-2,103.0,1,exact_base,1815.0
Granisetron Hydrochloride,3-10,952.0,1,exact_base,1815.0
Granisetron Hydrochloride,11-17,2858.0,1,exact_base,1815.0
Grape Seed Oil,0-2,1.0,0,no_match,
Grape Seed Oil,3-10,1.0,0,no_match,
Grape Seed Oil,11-17,0.0,0,no_match,
Grass Pollen Extract Combination,0-2,0.0,0,no_match,
Grass Pollen Extract Combination,3-10,80.0,0,no_match,
Grass Pollen Extract Combination,11-17,300.0,0,no_match,
"Griseofulvin, Microcrystalline",0-2,3471.0,1,ingredient:griseofulvin,680.0
"Griseofulvin, Microcrystalline",0-2,3471.0,1,ingredient:griseofulvin,681.0
"Griseofulvin, Microcrystalline",3-10,22527.0,1,ingredient:griseofulvin,680.0
"Griseofulvin, Microcrystalline",3-10,22527.0,1,ingredient:griseofulvin,681.0
"Griseofulvin, Microcrystalline",11-17,6151.0,1,ingredient:griseofulvin,680.0
"Griseofulvin, Microcrystalline",11-17,6151.0,1,ingredient:griseofulvin,681.0
"Griseofulvin, Micronized",0-2,0.0,1,exact_base,680.0
"Griseofulvin, Micronized",0-2,0.0,1,exact_base,681.0
"Griseofulvin, Micronized",3-10,1.0,1,exact_base,680.0
"Griseofulvin, Micronized",3-10,1.0,1,exact_base,681.0
"Griseofulvin, Micronized",11-17,0.0,1,exact_base,680.0
"Griseofulvin, Micronized",11-17,0.0,1,exact_base,681.0
"Griseofulvin, Ultramicrocrystalline",0-2,74.5,1,ingredient:griseofulvin,680.0
"Griseofulvin, Ultramicrocrystalline",0-2,74.5,1,ingredient:griseofulvin,681.0
"Griseofulvin, Ultramicrocrystalline",3-10,2276.5,1,ingredient:griseofulvin,680.0
"Griseofulvin, Ultramicrocrystalline",3-10,2276.5,1,ingredient:griseofulvin,681.0
"Griseofulvin, Ultramicrocrystalline",11-17,2365.5,1,ingredient:griseofulvin,680.0
"Griseofulvin, Ultramicrocrystalline",11-17,2365.5,1,ingredient:griseofulvin,681.0
Guaifenesin,0-2,182.0,1,exact_full,682.0
Guaifenesin,3-10,620.0,1,exact_full,682.0
Guaifenesin,11-17,472.0,1,exact_full,682.0
Guaifenesin/Hydrocodone Bitartrate,0-2,0.0,1,ingredient:guaifenesin,682.0
Guaifenesin/Hydrocodone Bitartrate,0-2,0.0,1,ingredient:hydrocodone,713.0
Guaifenesin/Hydrocodone Bitartrate,3-10,0.0,1,ingredient:guaifenesin,682.0
Guaifenesin/Hydrocodone Bitartrate,3-10,0.0,1,ingredient:hydrocodone,713.0
Guaifenesin/Hydrocodone Bitartrate,11-17,1.0,1,ingredient:guaifenesin,682.0
Guaifenesin/Hydrocodone Bitartrate,11-17,1.0,1,ingredient:hydrocodone,713.0
guaiFENesin/HYDROcodone bitartrate/PSE HCl,0-2,0.0,1,ingredient:guaifenesin,682.0
guaiFENesin/HYDROcodone bitartrate/PSE HCl,0-2,0.0,1,ingredient:hydrocodone,713.0
guaiFENesin/HYDROcodone bitartrate/PSE HCl,3-10,0.0,1,ingredient:guaifenesin,682.0
guaiFENesin/HYDROcodone bitartrate/PSE HCl,3-10,0.0,1,ingredient:hydrocodone,713.0
guaiFENesin/HYDROcodone bitartrate/PSE HCl,11-17,6.5,1,ingredient:guaifenesin,682.0
guaiFENesin/HYDROcodone bitartrate/PSE HCl,11-17,6.5,1,ingredient:hydrocodone,713.0
Guaifenesin/Phenylephrine Hydrochloride,0-2,0.75,1,ingredient:guaifenesin,682.0
Guaifenesin/Phenylephrine Hydrochloride,0-2,0.75,1,ingredient:phenylephrine,1164.0
Guaifenesin/Phenylephrine Hydrochloride,0-2,0.75,1,ingredient:phenylephrine,1165.0
Guaifenesin/Phenylephrine Hydrochloride,0-2,0.75,1,ingredient:phenylephrine,1166.0
Guaifenesin/Phenylephrine Hydrochloride,0-2,0.75,1,ingredient:phenylephrine,1167.0
Guaifenesin/Phenylephrine Hydrochloride,0-2,0.75,1,ingredient:phenylephrine,1168.0
Guaifenesin/Phenylephrine Hydrochloride,0-2,0.75,1,ingredient:phenylephrine,1169.0
Guaifenesin/Phenylephrine Hydrochloride,0-2,0.75,1,ingredient:phenylephrine,1170.0
Guaifenesin/Phenylephrine Hydrochloride,3-10,3.0,1,ingredient:guaifenesin,682.0
Guaifenesin/Phenylephrine Hydrochloride,3-10,3.0,1,ingredient:phenylephrine,1164.0
Guaifenesin/Phenylephrine Hydrochloride,3-10,3.0,1,ingredient:phenylephrine,1165.0
Guaifenesin/Phenylephrine Hydrochloride,3-10,3.0,1,ingredient:phenylephrine,1166.0
Guaifenesin/Phenylephrine Hydrochloride,3-10,3.0,1,ingredient:phenylephrine,1167.0
Guaifenesin/Phenylephrine Hydrochloride,3-10,3.0,1,ingredient:phenylephrine,1168.0
Guaifenesin/Phenylephrine Hydrochloride,3-10,3.0,1,ingredient:phenylephrine,1169.0
Guaifenesin/Phenylephrine Hydrochloride,3-10,3.0,1,ingredient:phenylephrine,1170.0
Guaifenesin/Phenylephrine Hydrochloride,11-17,19.75,1,ingredient:guaifenesin,682.0
Guaifenesin/Phenylephrine Hydrochloride,11-17,19.75,1,ingredient:phenylephrine,1164.0
Guaifenesin/Phenylephrine Hydrochloride,11-17,19.75,1,ingredient:phenylephrine,1165.0
Guaifenesin/Phenylephrine Hydrochloride,11-17,19.75,1,ingredient:phenylephrine,1166.0
Guaifenesin/Phenylephrine Hydrochloride,11-17,19.75,1,ingredient:phenylephrine,1167.0
Guaifenesin/Phenylephrine Hydrochloride,11-17,19.75,1,ingredient:phenylephrine,1168.0
Guaifenesin/Phenylephrine Hydrochloride,11-17,19.75,1,ingredient:phenylephrine,1169.0
Guaifenesin/Phenylephrine Hydrochloride,11-17,19.75,1,ingredient:phenylephrine,1170.0
Guaifenesin/Pseudoephedrine Hydrochloride,0-2,2.0,1,ingredient:guaifenesin,682.0
Guaifenesin/Pseudoephedrine Hydrochloride,0-2,2.0,1,ingredient:pseudoephedrine,1277.0
Guaifenesin/Pseudoephedrine Hydrochloride,3-10,19.0,1,ingredient:guaifenesin,682.0
Guaifenesin/Pseudoephedrine Hydrochloride,3-10,19.0,1,ingredient:pseudoephedrine,1277.0
Guaifenesin/Pseudoephedrine Hydrochloride,11-17,340.0,1,ingredient:guaifenesin,682.0
Guaifenesin/Pseudoephedrine Hydrochloride,11-17,340.0,1,ingredient:pseudoephedrine,1277.0
Guanfacine Hydrochloride,0-2,348.0,1,exact_base,2139.0
Guanfacine Hydrochloride,3-10,835740.0,1,exact_base,2139.0
Guanfacine Hydrochloride,11-17,1126915.0,1,exact_base,2139.0
Guselkumab,0-2,0.0,1,exact_full,3044.0
Guselkumab,3-10,10.0,1,exact_full,3044.0
Guselkumab,11-17,142.0,1,exact_full,3044.0
Haemophilus B Conjugate Vaccine,0-2,334.0,0,no_match,
Haemophilus B Conjugate Vaccine,3-10,11.0,0,no_match,
Haemophilus B Conjugate Vaccine,11-17,6.0,0,no_match,
Haemophilus B Conjugate Vaccine/Tetanus Toxoid,0-2,82.0,0,no_match,
Haemophilus B Conjugate Vaccine/Tetanus Toxoid,3-10,5.0,0,no_match,
Haemophilus B Conjugate Vaccine/Tetanus Toxoid,11-17,0.0,0,no_match,
Halcinonide,0-2,54.0,1,exact_full,685.0
Halcinonide,3-10,429.0,1,exact_full,685.0
Halcinonide,11-17,1232.0,1,exact_full,685.0
Halobetasol Propionate,0-2,300.0,1,fuzzy_base:100.0,2151.0
Halobetasol Propionate,3-10,2291.0,1,fuzzy_base:100.0,2151.0
Halobetasol Propionate,11-17,6253.0,1,fuzzy_base:100.0,2151.0
"Halobetasol Propionate;Cream, Multi Ingredient",0-2,0.0,1,fuzzy_base:100.0,2151.0
"Halobetasol Propionate;Cream, Multi Ingredient",3-10,3.0,1,fuzzy_base:100.0,2151.0
"Halobetasol Propionate;Cream, Multi Ingredient",11-17,24.0,1,fuzzy_base:100.0,2151.0
Halobetasol Propionate/Tazarotene,0-2,1.0,1,ingredient:tazarotene,2399.0
Halobetasol Propionate/Tazarotene,3-10,57.0,1,ingredient:tazarotene,2399.0
Halobetasol Propionate/Tazarotene,11-17,385.0,1,ingredient:tazarotene,2399.0
Haloperidol,0-2,0.0,1,exact_full,686.0
Haloperidol,3-10,976.0,1,exact_full,686.0
Haloperidol,11-17,8678.0,1,exact_full,686.0
Haloperidol Decanoate,0-2,0.0,1,fuzzy_base:100.0,686.0
Haloperidol Decanoate,3-10,0.0,1,fuzzy_base:100.0,686.0
Haloperidol Decanoate,11-17,75.0,1,fuzzy_base:100.0,686.0
Haloperidol Lactate,0-2,3.0,1,exact_base,686.0
Haloperidol Lactate,3-10,108.0,1,exact_base,686.0
Haloperidol Lactate,11-17,533.0,1,exact_base,686.0
HC Ace/Neomycin Sulf/Polymyxin B Sulf,0-2,1.2,1,fuzzy_base:100.0,1203.0
HC Ace/Neomycin Sulf/Polymyxin B Sulf,0-2,1.2,1,fuzzy_base:100.0,1204.0
HC Ace/Neomycin Sulf/Polymyxin B Sulf,0-2,1.2,1,fuzzy_base:100.0,1205.0
HC Ace/Neomycin Sulf/Polymyxin B Sulf,0-2,1.2,1,fuzzy_base:100.0,1206.0
HC Ace/Neomycin Sulf/Polymyxin B Sulf,0-2,1.2,1,fuzzy_base:100.0,1207.0
HC Ace/Neomycin Sulf/Polymyxin B Sulf,3-10,5.8,1,fuzzy_base:100.0,1203.0
HC Ace/Neomycin Sulf/Polymyxin B Sulf,3-10,5.8,1,fuzzy_base:100.0,1204.0
HC Ace/Neomycin Sulf/Polymyxin B Sulf,3-10,5.8,1,fuzzy_base:100.0,1205.0
HC Ace/Neomycin Sulf/Polymyxin B Sulf,3-10,5.8,1,fuzzy_base:100.0,1206.0
HC Ace/Neomycin Sulf/Polymyxin B Sulf,3-10,5.8,1,fuzzy_base:100.0,1207.0
HC Ace/Neomycin Sulf/Polymyxin B Sulf,11-17,4.6,1,fuzzy_base:100.0,1203.0
HC Ace/Neomycin Sulf/Polymyxin B Sulf,11-17,4.6,1,fuzzy_base:100.0,1204.0
HC Ace/Neomycin Sulf/Polymyxin B Sulf,11-17,4.6,1,fuzzy_base:100.0,1205.0
HC Ace/Neomycin Sulf/Polymyxin B Sulf,11-17,4.6,1,fuzzy_base:100.0,1206.0
HC Ace/Neomycin Sulf/Polymyxin B Sulf,11-17,4.6,1,fuzzy_base:100.0,1207.0
HC/Neomycin Sulf/Polymyxin B Sulf,0-2,4112.8,1,fuzzy_base:100.0,1203.0
HC/Neomycin Sulf/Polymyxin B Sulf,0-2,4112.8,1,fuzzy_base:100.0,1204.0
HC/Neomycin Sulf/Polymyxin B Sulf,0-2,4112.8,1,fuzzy_base:100.0,1205.0
HC/Neomycin Sulf/Polymyxin B Sulf,0-2,4112.8,1,fuzzy_base:100.0,1206.0
HC/Neomycin Sulf/Polymyxin B Sulf,0-2,4112.8,1,fuzzy_base:100.0,1207.0
HC/Neomycin Sulf/Polymyxin B Sulf,3-10,34017.2,1,fuzzy_base:100.0,1203.0
HC/Neomycin Sulf/Polymyxin B Sulf,3-10,34017.2,1,fuzzy_base:100.0,1204.0
HC/Neomycin Sulf/Polymyxin B Sulf,3-10,34017.2,1,fuzzy_base:100.0,1205.0
HC/Neomycin Sulf/Polymyxin B Sulf,3-10,34017.2,1,fuzzy_base:100.0,1206.0
HC/Neomycin Sulf/Polymyxin B Sulf,3-10,34017.2,1,fuzzy_base:100.0,1207.0
HC/Neomycin Sulf/Polymyxin B Sulf,11-17,30510.0,1,fuzzy_base:100.0,1203.0
HC/Neomycin Sulf/Polymyxin B Sulf,11-17,30510.0,1,fuzzy_base:100.0,1204.0
HC/Neomycin Sulf/Polymyxin B Sulf,11-17,30510.0,1,fuzzy_base:100.0,1205.0
HC/Neomycin Sulf/Polymyxin B Sulf,11-17,30510.0,1,fuzzy_base:100.0,1206.0
HC/Neomycin Sulf/Polymyxin B Sulf,11-17,30510.0,1,fuzzy_base:100.0,1207.0
Heme Iron Polypeptide/Iron Polysaccharide,0-2,0.0,0,no_match,
Heme Iron Polypeptide/Iron Polysaccharide,3-10,0.0,0,no_match,
